Naam,Pesar,Dokhtar,Rate
دلاويز,,1,معمولي
دلبان,,1,بسيار نادر
دلبر,,1,معمولي
دلپذير,,1,بسيار نادر
دلپرور,,1,بسيار نادر
دلپسند,,1,معمولي
دلجو,,1,معمولي
دلخوش,,1,بسيار نادر
دلدار,,1,معمولي
دلرباي,,1,معمولي
دلستان,,1,بسيار نادر
دلشاد,1,1,بسيار نادر
دلفروز,,1,بسيار نادر
دلكش,,1,معمولي
دلگرم,,1,بسيار نادر
دلگشا,,1,معمولي
دلگون,,1,بسيار نادر
دلناز,,1,معمولي
دلنواز,,1,معمولي
دلنوش,,1,معمولي
دلنيا,,1,بسيار نادر
دلوار,,1,بسيار نادر
دلووان,,1,بسيار نادر
دليار,,1,بسيار نادر
دلير,1,,بسيار نادر
دليله,,1,بسيار نادر
دلينا,,1,بسيار نادر
دماوند,1,,معمولي
دمساز,,1,بسيار نادر
دمن,,1,بسيار نادر
دمور,1,,بسيار نادر
دنا,,1,بسيار نادر
دنبره,,1,بسيار نادر
دنيا,,1,بسيار نادر
دنيز,,1,بسيار نادر
دنيس,1,1,بسيار نادر
دورسين,,1,بسيار نادر
دوست محمد,1,,بسيار نادر
دوستعلي,1,,بسيار نادر
دوقلو,1,,بسيار نادر
دومان,1,,بسيار نادر
دها,1,,بسيار نادر
دهباشي,1,,بسيار نادر
دهخدا,1,,بسيار نادر
دهما,,1,بسيار نادر
دهناد,1,,بسيار نادر
ديااكو,1,,بسيار نادر
دياكو,1,,بسيار نادر
ديان,,1,بسيار نادر
ديانا,,1,معمولي
ديبا,,1,معمولي
ديبارخ,,1,بسيار نادر
ديدار,,1,بسيار نادر
ديلان,,1,بسيار نادر
دين محمد,1,,بسيار نادر
دينا,,1,پركاربرد
دينارگيس,,1,بسيار نادر
ديناز,,1,بسيار نادر
دينشاه,1,,بسيار نادر
دينه,,1,بسيار نادر
دينيار,1,,بسيار نادر
ديهيم,1,,بسيار نادر
ذبيح,1,,بسيار نادر
ذكا,1,,بسيار نادر
ذكي,1,,بسيار نادر
ذكيه,,1,بسيار نادر
ذوالفضل,1,,بسيار نادر
ذوالفقار,1,,معمولي
رَسابانو,,1,بسيار نادر
رَسادخت,,1,بسيار نادر
رُدگون,,1,بسيار نادر
رُكسانا,,1,معمولي
رابعه,,1,معمولي
رابو,,1,بسيار نادر
رابيا,,1,بسيار نادر
راتا,,1,بسيار نادر
راتين,1,,بسيار نادر
راحل,,1,بسيار نادر
راحله,,1,معمولي
راحيل,,1,معمولي
راد,1,,بسيار نادر
رادا,,1,بسيار نادر
رادان,1,,بسيار نادر
رادبرزين,1,,بسيار نادر
راددخت,,1,بسيار نادر
رادعلي,1,,بسيار نادر
رادفرخ,1,,بسيار نادر
رادمان,1,,بسيار نادر
رادمنش,1,,معمولي
رادمهر,1,,معمولي
رادنوش,1,1,معمولي
رادوين,1,,بسيار نادر
راز,,1,معمولي
رازان,,1,بسيار نادر
رازاوه,1,,بسيار نادر
رازقي,,1,بسيار نادر
رازك,,1,بسيار نادر
رازمهر,,1,بسيار نادر
رازيانه,,1,بسيار نادر
راژان,1,1,بسيار نادر
راستين,1,,بسيار نادر
راشا,1,,بسيار نادر
راشد,1,,بسيار نادر
راشل,,1,بسيار نادر
راشن,1,,بسيار نادر
راشين,1,,بسيار نادر
راضيه,,1,پركاربرد
رافع,,1,بسيار نادر
رافعه,,1,معمولي
رافونه,,1,بسيار نادر
رام,1,,بسيار نادر
رام افزا,,1,بسيار نادر
رام افزون,,1,بسيار نادر
رام بانو,,1,بسيار نادر
رام برزين,1,,بسيار نادر
راما,1,,بسيار نادر
رامان,1,,معمولي
رامبد,1,,معمولي
رامتين,1,,معمولي
رامدخت,,1,معمولي
رامسينا,,1,معمولي
رامش,,1,معمولي
رامشاد,1,,معمولي
رامشين,,1,بسيار نادر
رامك,,1,معمولي
رامونا,,1,بسيار نادر
رامي,1,,بسيار نادر
رامياد,1,,بسيار نادر
راميار,1,,بسيار نادر
راميلا,,1,بسيار نادر
رامين,1,,معمولي
رامينا,,1,معمولي
رامينه,,1,معمولي
رانيا,,1,بسيار نادر
راوش,,1,معمولي
راوك,,1,بسيار نادر
راويز,,1,بسيار نادر
راويس,,1,بسيار نادر
راهنما,1,,معمولي
راهين,,1,بسيار نادر
رايا,1,,معمولي
رايان,1,1,بسيار نادر
رايبد,1,,معمولي
رايحه,,1,معمولي
رايكا,1,1,بسيار نادر
رايمون,1,,بسيار نادر
رايومند,,1,بسيار نادر
رايين,1,,بسيار نادر
رائيك,,1,بسيار نادر
رائيكا,,1,بسيار نادر
رأفت,,1,معمولي
رباب,,1,معمولي
ربابه,,1,معمولي
ربن,1,,بسيار نادر
ربيع,1,,بسيار نادر
ربيعه,,1,معمولي
رتاج,,1,بسيار نادر
رجا,1,,بسيار نادر
رجب,1,,بسيار نادر
رحمان,1,,بسيار نادر
رحمت,1,,معمولي
رحمت الله,1,,بسيار نادر
رحمه,,1,بسيار نادر
رحيم,1,,معمولي
رحيمه,,1,معمولي
رخ افروز,,1,بسيار نادر
رخامين,,1,بسيار نادر
رخسار,,1,بسيار نادر
رخساره,,1,معمولي
رخسانا,,1,معمولي
رخشا,,1,بسيار نادر
رخشاد,,1,بسيار نادر
رخشان,1,1,بسيار نادر
رخشانه,,1,معمولي
رخشنده,,1,بسيار نادر
رخشيد,,1,بسيار نادر
رخشيده,,1,بسيار نادر
رخك,,1,بسيار نادر
رخنا,,1,بسيار نادر
رخنار,,1,بسيار نادر
ردا,,1,بسيار نادر
رديمه,,1,بسيار نادر
رز,,1,معمولي
رزا,,1,بسيار نادر
رزاق,1,,بسيار نادر
رزالين,,1,بسيار نادر
رزان,,1,بسيار نادر
رزق الله,1,,بسيار نادر
رزمان,1,,بسيار نادر
رزمين,,1,بسيار نادر
رزيتا,,1,معمولي
رزين,1,,بسيار نادر
رزين دخت,,1,بسيار نادر
رزينا,,1,بسيار نادر
رژان,,1,معمولي
رسا,1,1,معمولي
رسام,1,,معمولي
رسپينا,,1,معمولي
رستا,,1,بسيار نادر
رستار,1,,بسيار نادر
رستاك,,1,بسيار نادر
رستان,1,,بسيار نادر
رستم,1,,معمولي
رستهم,1,,بسيار نادر
رسول,1,,معمولي
رشا,1,1,بسيار نادر
رشاد,1,1,معمولي
رشنواد,1,,بسيار نادر
رشيد,1,,معمولي
رشيدا,1,,بسيار نادر
رشيدالدين,1,,معمولي
رضا,1,,پركاربرد
رضوان,1,1,معمولي
رضوانه,,1,بسيار نادر
رضي,1,,معمولي
رضي الدين,1,,بسيار نادر
رضيه,,1,معمولي
رعد,1,,بسيار نادر
رعنا,,1,معمولي
رغمان,1,,بسيار نادر
رفعت,1,1,معمولي
رفيدا,1,1,بسيار نادر
رفيع,1,,معمولي
رفيع الدين,1,,بسيار نادر
رفيعه,,1,معمولي
رقيه,,1,پركاربرد
ركسار,1,,بسيار نادر
ركسانه,,1,معمولي
ركن الدين,1,,معمولي
رمان,,1,بسيار نادر
رمانه,,1,بسيار نادر
رمضان,1,,بسيار نادر
رميار,1,,بسيار نادر
رميصا,,1,بسيار نادر
روان,,1,معمولي
روبينا,,1,معمولي
روجا,,1,معمولي
روجيار,1,,بسيار نادر
روح الدين,1,,معمولي
روح الله,1,,معمولي
روح انگيز,,1,معمولي
روحبخش,,1,بسيار نادر
رودابه,,1,معمولي
روزافزون,,1,بسيار نادر
روزانا,,1,معمولي
روزبه,1,,معمولي
روزبهان,1,,معمولي
روزك,1,,بسيار نادر
روزمهر,1,,بسيار نادر
روزيتا,,1,معمولي
روژ,,1,معمولي
روژا,,1,معمولي
روژان,,1,معمولي
روژانو,,1,بسيار نادر
روژدا,,1,بسيار نادر
روژمان,1,,بسيار نادر
روژيا,,1,معمولي
روژيار,,1,بسيار نادر
روژين,,1,معمولي
روژينا,,1,معمولي
روژييار,,1,بسيار نادر
روسانا,,1,بسيار نادر
روشا,,1,معمولي
روشاك,1,,بسيار نادر
روشان,,1,معمولي
روشن,,1,معمولي
روشن چهر,,1,بسيار نادر
روشن رخ,,1,بسيار نادر
روشن مهر,,1,بسيار نادر
روشنا,,1,معمولي
روشنايي,1,,بسيار نادر
روشنك,,1,معمولي
روما,1,1,بسيار نادر
روماك,1,,بسيار نادر
روميسا,,1,معمولي
رومينا,,1,معمولي
روناك,,1,معمولي
رونيا,,1,معمولي
رونيكا,,1,معمولي
روهام,1,,بسيار نادر
روهان,1,,بسيار نادر
رويا,,1,معمولي
رها,,1,پركاربرد
رهاگشته,1,,بسيار نادر
رهام,1,,معمولي
رهان,1,,بسيار نادر
رهي,1,,بسيار نادر
رؤيا,,1,معمولي
رياض,1,,بسيار نادر
ريتا,,1,معمولي
ريجينا,,1,بسيار نادر
ريحان,,1,معمولي
ريحانه,,1,پركاربرد
ريرا,,1,بسيار نادر
ريكا,,1,بسيار نادر
ريكان,1,1,بسيار نادر
ريما,,1,معمولي
ريو,1,,بسيار نادر
ريواس,,1,بسيار نادر
ريونيز,1,,بسيار نادر
رئو,1,,بسيار نادر
رئوف,1,,معمولي
زَرير,1,,بسيار نادر
زَم,1,,بسيار نادر
زَواره,1,,معمولي
زَهير,1,,معمولي
زُمرد,,1,بسيار نادر
زاب,1,,بسيار نادر
زاد,1,,بسيار نادر
زادان,1,,بسيار نادر
زادان فر,1,,بسيار نادر
زادان فرخ,1,,بسيار نادر
زادبه,1,,معمولي
زادسرو,1,,بسيار نادر
زادشم,1,,بسيار نادر
زادفرخ,1,,بسيار نادر
زادك,1,1,بسيار نادر
زادمن,1,,بسيار نادر
زادمهر,,1,معمولي
زاكيه,,1,بسيار نادر
زاگرس,1,,بسيار نادر
زال,1,,بسيار نادر
زامياد,1,,بسيار نادر
زامير,,1,بسيار نادر
زانا,1,,بسيار نادر
زانوس,1,1,بسيار نادر
زانيار,1,,بسيار نادر
زاور,1,,بسيار نادر
زاوش,1,,بسيار نادر
زاهده,,1,بسيار نادر
زاهر,1,,بسيار نادر
زائان,1,,بسيار نادر
زائر,1,,معمولي
زبيده,,1,معمولي
زراتشت,1,,بسيار نادر
زراسپ,1,,بسيار نادر
زرافشان,,1,بسيار نادر
زراندام,,1,بسيار نادر
زراوه,1,,بسيار نادر
زربانو,,1,بسيار نادر
زربين,,1,بسيار نادر
زرپري,,1,بسيار نادر
زرتا,,1,بسيار نادر
زرتاج,,1,بسيار نادر
زرتشت,1,,بسيار نادر
زرحيا,1,,بسيار نادر
زرخاتون,,1,بسيار نادر
زرداده,1,,بسيار نادر
زرداشت,1,,بسيار نادر
زردخت,,1,بسيار نادر
زردشت,1,,بسيار نادر
زردهشت,1,,بسيار نادر
زرديس,,1,بسيار نادر
زرستان,,1,بسيار نادر
زرشام,,1,بسيار نادر
زركا,,1,بسيار نادر
زرگل,,1,بسيار نادر
زرگيس,,1,بسيار نادر
زرگيسو,,1,بسيار نادر
زرمان,,1,بسيار نادر
زرمهر,1,,بسيار نادر
زرناز,,1,بسيار نادر
زرنگار,,1,بسيار نادر
زرنگيس,,1,بسيار نادر
زرنوش,,1,بسيار نادر
زروان,1,,بسيار نادر
زروانداد,1,,بسيار نادر
زرواندخت,,1,بسيار نادر
زروانمهر,1,,بسيار نادر
زري,,1,بسيار نادر
زرين,,1,بسيار نادر
زرين بانو,,1,بسيار نادر
زرين چهر,,1,بسيار نادر
زرين دخت,,1,بسيار نادر
زرين كلاه,1,,بسيار نادر
زرين گل,,1,بسيار نادر
زرين گيس,,1,بسيار نادر
زرين مهر,,1,بسيار نادر
زرين نرگسه,,1,بسيار نادر
زرين نگار,,1,بسيار نادر
زرين هماي,,1,بسيار نادر
زرين هور,,1,بسيار نادر
زرينه,,1,بسيار نادر
زريون,1,,بسيار نادر
زعفران,,1,معمولي
زعيم,1,,بسيار نادر
زعيم الدين,1,,بسيار نادر
زكريا,1,,معمولي
زكي,1,,معمولي
زكي الدين,1,,بسيار نادر
زكيه,,1,معمولي
زگما,,1,بسيار نادر
زلال,,1,بسيار نادر
زلفعلي,1,,بسيار نادر
زمان,1,,بسيار نادر
زمانه,,1,معمولي
زمران,1,,بسيار نادر
زمزم,,1,معمولي
زمزمه,,1,بسيار نادر
زميرا,1,1,بسيار نادر
زنبق,,1,بسيار نادر
زنگنه,1,,بسيار نادر
زنگو,1,,بسيار نادر
زنگه,1,,بسيار نادر
زوپير,1,,بسيار نادر
زوپين,1,,بسيار نادر
زوران,1,,بسيار نادر
زوشا,1,1,بسيار نادر
زوفا,,1,بسيار نادر
زويا,,1,بسيار نادر
زويين,1,,بسيار نادر
زهرا,,1,پركاربرد
زهراناز,,1,معمولي
زهره,,1,پركاربرد
زهيد,1,,بسيار نادر
زهيرا,,1,بسيار نادر
زيا,1,,بسيار نادر
زيار,1,,بسيار نادر
زيب النساء,,1,بسيار نادر
زيبا,,1,معمولي
زيبا دخت,,1,بسيار نادر
زيباچهر,,1,بسيار نادر
زيبارخ,,1,معمولي
زيباروي,,1,معمولي
زيبامحمد,1,,بسيار نادر
زيبان,,1,بسيار نادر
زيبنده,,1,بسيار نادر
زيتون,,1,بسيار نادر
زيتون خاتون,,1,بسيار نادر
زيتونه,,1,بسيار نادر
زيد,1,,بسيار نادر
زيدان,1,,بسيار نادر
زيدعلي,1,,بسيار نادر
زيرجد,,1,بسيار نادر
زيرك,1,,بسيار نادر
زيگ,1,,بسيار نادر
زين الدين,1,,معمولي
زين العابدين,1,,معمولي
زينا,,1,بسيار نادر
زينال,1,,بسيار نادر
زيناوند,1,,بسيار نادر
زينب,,1,پركاربرد
زينت,,1,معمولي
زينعلي,1,,بسيار نادر
زيوا,,1,بسيار نادر
زيور,,1,معمولي
زيورتاج,,1,بسيار نادر
زيوين,,1,بسيار نادر
زييده,,1,بسيار نادر
زئوس,1,1,بسيار نادر
ژابيز,1,,بسيار نادر
ژاسمن,,1,بسيار نادر
ژاسمين,,1,بسيار نادر
ژافه,1,,بسيار نادر
ژاكلين,,1,بسيار نادر
ژالانه,,1,بسيار نادر
ژاله,,1,بسيار نادر
ژالين,,1,بسيار نادر
ژاماسب,1,,بسيار نادر
ژامك,,1,بسيار نادر
ژان,1,1,بسيار نادر
ژانت,,1,بسيار نادر
ژانيا,,1,بسيار نادر
ژانيتا,,1,بسيار نادر
ژانين,,1,بسيار نادر
ژانينا,,1,بسيار نادر
ژاو,1,,بسيار نادر
ژاوا,,1,بسيار نادر
ژاوه,,1,بسيار نادر
ژاييز,1,,بسيار نادر
ژاييژ,,1,بسيار نادر
ژربرا,,1,بسيار نادر
ژرف,1,,بسيار نادر
ژرفا,,1,بسيار نادر
